combo_key,option,match_no,winner_slot,winner_group,third_group
BDEGIJKL,62,87,1K,K,L
BDEGIJKL,62,80,1L,L,K
BDEHIJKL,61,79,1A,A,E
BDEHIJKL,61,85,1B,B,J
BDEHIJKL,61,81,1D,D,B
BDEHIJKL,61,74,1E,E,D
BDEHIJKL,61,82,1G,G,I
BDEHIJKL,61,77,1I,I,H
BDEHIJKL,61,87,1K,K,L
BDEHIJKL,61,80,1L,L,K
BDFGHIJK,60,79,1A,A,H
BDFGHIJK,60,85,1B,B,G
BDFGHIJK,60,81,1D,D,B
BDFGHIJK,60,74,1E,E,D
BDFGHIJK,60,82,1G,G,J
BDFGHIJK,60,77,1I,I,F
BDFGHIJK,60,87,1K,K,I
BDFGHIJK,60,80,1L,L,K
BDFGHIJL,59,79,1A,A,H
BDFGHIJL,59,85,1B,B,G
BDFGHIJL,59,81,1D,D,B
BDFGHIJL,59,74,1E,E,D
BDFGHIJL,59,82,1G,G,J
BDFGHIJL,59,77,1I,I,F
BDFGHIJL,59,87,1K,K,L
BDFGHIJL,59,80,1L,L,I
BDFGHIKL,58,79,1A,A,H
BDFGHIKL,58,85,1B,B,G
BDFGHIKL,58,81,1D,D,B
BDFGHIKL,58,74,1E,E,D
BDFGHIKL,58,82,1G,G,I
BDFGHIKL,58,77,1I,I,F
BDFGHIKL,58,87,1K,K,L
BDFGHIKL,58,80,1L,L,K
BDFGHJKL,57,79,1A,A,H
BDFGHJKL,57,85,1B,B,G
BDFGHJKL,57,81,1D,D,B
BDFGHJKL,57,74,1E,E,D
BDFGHJKL,57,82,1G,G,J
BDFGHJKL,57,77,1I,I,F
BDFGHJKL,57,87,1K,K,L
BDFGHJKL,57,80,1L,L,K
BDFGIJKL,56,79,1A,A,I
BDFGIJKL,56,85,1B,B,G
BDFGIJKL,56,81,1D,D,B
BDFGIJKL,56,74,1E,E,D
BDFGIJKL,56,82,1G,G,J
BDFGIJKL,56,77,1I,I,F
BDFGIJKL,56,87,1K,K,L
BDFGIJKL,56,80,1L,L,K
BDFHIJKL,55,79,1A,A,H
BDFHIJKL,55,85,1B,B,J
BDFHIJKL,55,81,1D,D,B
BDFHIJKL,55,74,1E,E,D
BDFHIJKL,55,82,1G,G,I
BDFHIJKL,55,77,1I,I,F
BDFHIJKL,55,87,1K,K,L
BDFHIJKL,55,80,1L,L,K
BDGHIJKL,54,79,1A,A,H
BDGHIJKL,54,85,1B,B,J
BDGHIJKL,54,81,1D,D,B
BDGHIJKL,54,74,1E,E,D
BDGHIJKL,54,82,1G,G,I
BDGHIJKL,54,77,1I,I,G
BDGHIJKL,54,87,1K,K,L
BDGHIJKL,54,80,1L,L,K
BEFGHIJK,53,79,1A,A,E
BEFGHIJK,53,85,1B,B,J
BEFGHIJK,53,81,1D,D,B
BEFGHIJK,53,74,1E,E,F
BEFGHIJK,53,82,1G,G,H
BEFGHIJK,53,77,1I,I,G
BEFGHIJK,53,87,1K,K,I
BEFGHIJK,53,80,1L,L,K
BEFGHIJL,52,79,1A,A,E
BEFGHIJL,52,85,1B,B,J
BEFGHIJL,52,81,1D,D,B
BEFGHIJL,52,74,1E,E,F
BEFGHIJL,52,82,1G,G,H
BEFGHIJL,52,77,1I,I,G
BEFGHIJL,52,87,1K,K,L
BEFGHIJL,52,80,1L,L,I
BEFGHIKL,51,79,1A,A,E
BEFGHIKL,51,85,1B,B,G
BEFGHIKL,51,81,1D,D,B
BEFGHIKL,51,74,1E,E,F
BEFGHIKL,51,82,1G,G,I
BEFGHIKL,51,77,1I,I,H
BEFGHIKL,51,87,1K,K,L
BEFGHIKL,51,80,1L,L,K
BEFGHJKL,50,79,1A,A,E
BEFGHJKL,50,85,1B,B,J
BEFGHJKL,50,81,1D,D,B
BEFGHJKL,50,74,1E,E,F
BEFGHJKL,50,82,1G,G,H
BEFGHJKL,50,77,1I,I,G
BEFGHJKL,50,87,1K,K,L
BEFGHJKL,50,80,1L,L,K
BEFGIJKL,49,79,1A,A,E
BEFGIJKL,49,85,1B,B,J
BEFGIJKL,49,81,1D,D,B
BEFGIJKL,49,74,1E,E,F
BEFGIJKL,49,82,1G,G,I
BEFGIJKL,49,77,1I,I,G
BEFGIJKL,49,87,1K,K,L
BEFGIJKL,49,80,1L,L,K
BEFHIJKL,48,79,1A,A,E
BEFHIJKL,48,85,1B,B,J
BEFHIJKL,48,81,1D,D,B
BEFHIJKL,48,74,1E,E,F
BEFHIJKL,48,82,1G,G,I
BEFHIJKL,48,77,1I,I,H
BEFHIJKL,48,87,1K,K,L
BEFHIJKL,48,80,1L,L,K
BEGHIJKL,47,79,1A,A,E
BEGHIJKL,47,85,1B,B,J
BEGHIJKL,47,81,1D,D,I
BEGHIJKL,47,74,1E,E,B
BEGHIJKL,47,82,1G,G,H
BEGHIJKL,47,77,1I,I,G
BEGHIJKL,47,87,1K,K,L
BEGHIJKL,47,80,1L,L,K
BFGHIJKL,46,79,1A,A,H
BFGHIJKL,46,85,1B,B,J
BFGHIJKL,46,81,1D,D,B
BFGHIJKL,46,74,1E,E,F
BFGHIJKL,46,82,1G,G,I
BFGHIJKL,46,77,1I,I,G
BFGHIJKL,46,87,1K,K,L
BFGHIJKL,46,80,1L,L,K
CDEFGHIJ,45,79,1A,A,C
CDEFGHIJ,45,85,1B,B,G
CDEFGHIJ,45,81,1D,D,J
CDEFGHIJ,45,74,1E,E,D
CDEFGHIJ,45,82,1G,G,H
CDEFGHIJ,45,77,1I,I,F
CDEFGHIJ,45,87,1K,K,E
CDEFGHIJ,45,80,1L,L,I
CDEFGHIK,44,79,1A,A,C
CDEFGHIK,44,85,1B,B,G
CDEFGHIK,44,81,1D,D,E
CDEFGHIK,44,74,1E,E,D
CDEFGHIK,44,82,1G,G,H
CDEFGHIK,44,77,1I,I,F
CDEFGHIK,44,87,1K,K,I
CDEFGHIK,44,80,1L,L,K
CDEFGHIL,43,79,1A,A,C
CDEFGHIL,43,85,1B,B,G
CDEFGHIL,43,81,1D,D,E
CDEFGHIL,43,74,1E,E,D
CDEFGHIL,43,82,1G,G,H
CDEFGHIL,43,77,1I,I,F
CDEFGHIL,43,87,1K,K,L
CDEFGHIL,43,80,1L,L,I
CDEFGHJK,42,79,1A,A,C
CDEFGHJK,42,85,1B,B,G
CDEFGHJK,42,81,1D,D,J
CDEFGHJK,42,74,1E,E,D
CDEFGHJK,42,82,1G,G,H
CDEFGHJK,42,77,1I,I,F
CDEFGHJK,42,87,1K,K,E
CDEFGHJK,42,80,1L,L,K
CDEFGHJL,41,79,1A,A,C
CDEFGHJL,41,85,1B,B,G
CDEFGHJL,41,81,1D,D,J
CDEFGHJL,41,74,1E,E,D
CDEFGHJL,41,82,1G,G,H
CDEFGHJL,41,77,1I,I,F
CDEFGHJL,41,87,1K,K,L
CDEFGHJL,41,80,1L,L,E
CDEFGHKL,40,79,1A,A,C
CDEFGHKL,40,85,1B,B,G
CDEFGHKL,40,81,1D,D,E
CDEFGHKL,40,74,1E,E,D
CDEFGHKL,40,82,1G,G,H
CDEFGHKL,40,77,1I,I,F
CDEFGHKL,40,87,1K,K,L
CDEFGHKL,40,80,1L,L,K
CDEFGIJK,39,79,1A,A,C
CDEFGIJK,39,85,1B,B,G
CDEFGIJK,39,81,1D,D,E
CDEFGIJK,39,74,1E,E,D
CDEFGIJK,39,82,1G,G,J
CDEFGIJK,39,77,1I,I,F
CDEFGIJK,39,87,1K,K,I
CDEFGIJK,39,80,1L,L,K
CDEFGIJL,38,79,1A,A,C
CDEFGIJL,38,85,1B,B,G
CDEFGIJL,38,81,1D,D,E
CDEFGIJL,38,74,1E,E,D
CDEFGIJL,38,82,1G,G,J
CDEFGIJL,38,77,1I,I,F
CDEFGIJL,38,87,1K,K,L
CDEFGIJL,38,80,1L,L,I
CDEFGIKL,37,79,1A,A,C
CDEFGIKL,37,85,1B,B,G
CDEFGIKL,37,81,1D,D,E
CDEFGIKL,37,74,1E,E,D
CDEFGIKL,37,82,1G,G,I
CDEFGIKL,37,77,1I,I,F
CDEFGIKL,37,87,1K,K,L
CDEFGIKL,37,80,1L,L,K
CDEFGJKL,36,79,1A,A,C
CDEFGJKL,36,85,1B,B,G
CDEFGJKL,36,81,1D,D,E
CDEFGJKL,36,74,1E,E,D
CDEFGJKL,36,82,1G,G,J
CDEFGJKL,36,77,1I,I,F
CDEFGJKL,36,87,1K,K,L
CDEFGJKL,36,80,1L,L,K
CDEFHIJK,35,79,1A,A,C
CDEFHIJK,35,85,1B,B,J
CDEFHIJK,35,81,1D,D,E
CDEFHIJK,35,74,1E,E,D
CDEFHIJK,35,82,1G,G,H
CDEFHIJK,35,77,1I,I,F
CDEFHIJK,35,87,1K,K,I
CDEFHIJK,35,80,1L,L,K
CDEFHIJL,34,79,1A,A,C
CDEFHIJL,34,85,1B,B,J
CDEFHIJL,34,81,1D,D,E
CDEFHIJL,34,74,1E,E,D
CDEFHIJL,34,82,1G,G,H
CDEFHIJL,34,77,1I,I,F
CDEFHIJL,34,87,1K,K,L
CDEFHIJL,34,80,1L,L,I
CDEFHIKL,33,79,1A,A,C
CDEFHIKL,33,85,1B,B,E
CDEFHIKL,33,81,1D,D,I
CDEFHIKL,33,74,1E,E,D
CDEFHIKL,33,82,1G,G,H
CDEFHIKL,33,77,1I,I,F
CDEFHIKL,33,87,1K,K,L
CDEFHIKL,33,80,1L,L,K
CDEFHJKL,32,79,1A,A,C
CDEFHJKL,32,85,1B,B,J
CDEFHJKL,32,81,1D,D,E
CDEFHJKL,32,74,1E,E,D
CDEFHJKL,32,82,1G,G,H
CDEFHJKL,32,77,1I,I,F
CDEFHJKL,32,87,1K,K,L
CDEFHJKL,32,80,1L,L,K
CDEFIJKL,31,79,1A,A,C
CDEFIJKL,31,85,1B,B,J
CDEFIJKL,31,81,1D,D,E
CDEFIJKL,31,74,1E,E,D
CDEFIJKL,31,82,1G,G,I
CDEFIJKL,31,77,1I,I,F
CDEFIJKL,31,87,1K,K,L
CDEFIJKL,31,80,1L,L,K
CDEGHIJK,30,79,1A,A,E
CDEGHIJK,30,85,1B,B,G
CDEGHIJK,30,81,1D,D,J
CDEGHIJK,30,74,1E,E,C
CDEGHIJK,30,82,1G,G,H
CDEGHIJK,30,77,1I,I,D
CDEGHIJK,30,87,1K,K,I
CDEGHIJK,30,80,1L,L,K
CDEGHIJL,29,79,1A,A,E
CDEGHIJL,29,85,1B,B,G
CDEGHIJL,29,81,1D,D,J
CDEGHIJL,29,74,1E,E,C
CDEGHIJL,29,82,1G,G,H
CDEGHIJL,29,77,1I,I,D
CDEGHIJL,29,87,1K,K,L
CDEGHIJL,29,80,1L,L,I
CDEGHIKL,28,79,1A,A,E
CDEGHIKL,28,85,1B,B,G
CDEGHIKL,28,81,1D,D,I
CDEGHIKL,28,74,1E,E,C
CDEGHIKL,28,82,1G,G,H
CDEGHIKL,28,77,1I,I,D
CDEGHIKL,28,87,1K,K,L
CDEGHIKL,28,80,1L,L,K
CDEGHJKL,27,79,1A,A,E
CDEGHJKL,27,85,1B,B,G
CDEGHJKL,27,81,1D,D,J
CDEGHJKL,27,74,1E,E,C
CDEGHJKL,27,82,1G,G,H
CDEGHJKL,27,77,1I,I,D
CDEGHJKL,27,87,1K,K,L
CDEGHJKL,27,80,1L,L,K
CDEGIJKL,26,79,1A,A,E
CDEGIJKL,26,85,1B,B,G
CDEGIJKL,26,81,1D,D,I
CDEGIJKL,26,74,1E,E,C
CDEGIJKL,26,82,1G,G,J
CDEGIJKL,26,77,1I,I,D
CDEGIJKL,26,87,1K,K,L
CDEGIJKL,26,80,1L,L,K
CDEHIJKL,25,79,1A,A,E
CDEHIJKL,25,85,1B,B,J
CDEHIJKL,25,81,1D,D,I
CDEHIJKL,25,74,1E,E,C
CDEHIJKL,25,82,1G,G,H
CDEHIJKL,25,77,1I,I,D
CDEHIJKL,25,87,1K,K,L
CDEHIJKL,25,80,1L,L,K
CDFGHIJK,24,79,1A,A,C
CDFGHIJK,24,85,1B,B,G
CDFGHIJK,24,81,1D,D,J
CDFGHIJK,24,74,1E,E,D
CDFGHIJK,24,82,1G,G,H
CDFGHIJK,24,77,1I,I,F
CDFGHIJK,24,87,1K,K,I
CDFGHIJK,24,80,1L,L,K
CDFGHIJL,23,79,1A,A,C
CDFGHIJL,23,85,1B,B,G
CDFGHIJL,23,81,1D,D,J
CDFGHIJL,23,74,1E,E,D
CDFGHIJL,23,82,1G,G,H
CDFGHIJL,23,77,1I,I,F
CDFGHIJL,23,87,1K,K,L
CDFGHIJL,23,80,1L,L,I
CDFGHIKL,22,79,1A,A,C
CDFGHIKL,22,85,1B,B,G
CDFGHIKL,22,81,1D,D,I
CDFGHIKL,22,74,1E,E,D
CDFGHIKL,22,82,1G,G,H
CDFGHIKL,22,77,1I,I,F
CDFGHIKL,22,87,1K,K,L
CDFGHIKL,22,80,1L,L,K
CDFGHJKL,21,79,1A,A,C
CDFGHJKL,21,85,1B,B,G
CDFGHJKL,21,81,1D,D,J
CDFGHJKL,21,74,1E,E,D
CDFGHJKL,21,82,1G,G,H
CDFGHJKL,21,77,1I,I,F
CDFGHJKL,21,87,1K,K,L
CDFGHJKL,21,80,1L,L,K
CDFGIJKL,20,79,1A,A,C
CDFGIJKL,20,85,1B,B,G
CDFGIJKL,20,81,1D,D,I
CDFGIJKL,20,74,1E,E,D
CDFGIJKL,20,82,1G,G,J
CDFGIJKL,20,77,1I,I,F
CDFGIJKL,20,87,1K,K,L
CDFGIJKL,20,80,1L,L,K
CDFHIJKL,19,79,1A,A,C
CDFHIJKL,19,85,1B,B,J
CDFHIJKL,19,81,1D,D,I
CDFHIJKL,19,74,1E,E,D
CDFHIJKL,19,82,1G,G,H
CDFHIJKL,19,77,1I,I,F
CDFHIJKL,19,87,1K,K,L
CDFHIJKL,19,80,1L,L,K
CDGHIJKL,18,79,1A,A,H
CDGHIJKL,18,85,1B,B,G
CDGHIJKL,18,81,1D,D,I
CDGHIJKL,18,74,1E,E,C
CDGHIJKL,18,82,1G,G,J
CDGHIJKL,18,77,1I,I,D
CDGHIJKL,18,87,1K,K,L
CDGHIJKL,18,80,1L,L,K
CEFGHIJK,17,79,1A,A,E
CEFGHIJK,17,85,1B,B,G
CEFGHIJK,17,81,1D,D,J
CEFGHIJK,17,74,1E,E,C
CEFGHIJK,17,82,1G,G,H
CEFGHIJK,17,77,1I,I,F
CEFGHIJK,17,87,1K,K,I
CEFGHIJK,17,80,1L,L,K
CEFGHIJL,16,79,1A,A,E
CEFGHIJL,16,85,1B,B,G
CEFGHIJL,16,81,1D,D,J
CEFGHIJL,16,74,1E,E,C
CEFGHIJL,16,82,1G,G,H
CEFGHIJL,16,77,1I,I,F
CEFGHIJL,16,87,1K,K,L
CEFGHIJL,16,80,1L,L,I
CEFGHIKL,15,79,1A,A,E
CEFGHIKL,15,85,1B,B,G
CEFGHIKL,15,81,1D,D,I
CEFGHIKL,15,74,1E,E,C
CEFGHIKL,15,82,1G,G,H
CEFGHIKL,15,77,1I,I,F
CEFGHIKL,15,87,1K,K,L
CEFGHIKL,15,80,1L,L,K
CEFGHJKL,14,79,1A,A,E
CEFGHJKL,14,85,1B,B,G
CEFGHJKL,14,81,1D,D,J
CEFGHJKL,14,74,1E,E,C
CEFGHJKL,14,82,1G,G,H
CEFGHJKL,14,77,1I,I,F
CEFGHJKL,14,87,1K,K,L
CEFGHJKL,14,80,1L,L,K
CEFGIJKL,13,79,1A,A,E
CEFGIJKL,13,85,1B,B,G
CEFGIJKL,13,81,1D,D,I
CEFGIJKL,13,74,1E,E,C
CEFGIJKL,13,82,1G,G,J
CEFGIJKL,13,77,1I,I,F
CEFGIJKL,13,87,1K,K,L
CEFGIJKL,13,80,1L,L,K
CEFHIJKL,12,79,1A,A,E
CEFHIJKL,12,85,1B,B,J
CEFHIJKL,12,81,1D,D,I
CEFHIJKL,12,74,1E,E,C
CEFHIJKL,12,82,1G,G,H
CEFHIJKL,12,77,1I,I,F
CEFHIJKL,12,87,1K,K,L
CEFHIJKL,12,80,1L,L,K
CEGHIJKL,11,79,1A,A,E
CEGHIJKL,11,85,1B,B,J
CEGHIJKL,11,81,1D,D,I
CEGHIJKL,11,74,1E,E,C
CEGHIJKL,11,82,1G,G,H
CEGHIJKL,11,77,1I,I,G
CEGHIJKL,11,87,1K,K,L
CEGHIJKL,11,80,1L,L,K
CFGHIJKL,10,79,1A,A,H
CFGHIJKL,10,85,1B,B,G
CFGHIJKL,10,81,1D,D,I
CFGHIJKL,10,74,1E,E,C
CFGHIJKL,10,82,1G,G,J
CFGHIJKL,10,77,1I,I,F
CFGHIJKL,10,87,1K,K,L
CFGHIJKL,10,80,1L,L,K
DEFGHIJK,9,79,1A,A,E
DEFGHIJK,9,85,1B,B,G
DEFGHIJK,9,81,1D,D,J
DEFGHIJK,9,74,1E,E,D
DEFGHIJK,9,82,1G,G,H
DEFGHIJK,9,77,1I,I,F
DEFGHIJK,9,87,1K,K,I
DEFGHIJK,9,80,1L,L,K
DEFGHIJL,8,79,1A,A,E
DEFGHIJL,8,85,1B,B,G
DEFGHIJL,8,81,1D,D,J
DEFGHIJL,8,74,1E,E,D
DEFGHIJL,8,82,1G,G,H
DEFGHIJL,8,77,1I,I,F
DEFGHIJL,8,87,1K,K,L
DEFGHIJL,8,80,1L,L,I
DEFGHIKL,7,79,1A,A,E
DEFGHIKL,7,85,1B,B,G
DEFGHIKL,7,81,1D,D,I
DEFGHIKL,7,74,1E,E,D
DEFGHIKL,7,82,1G,G,H
DEFGHIKL,7,77,1I,I,F
DEFGHIKL,7,87,1K,K,L
DEFGHIKL,7,80,1L,L,K
DEFGHJKL,6,79,1A,A,E
DEFGHJKL,6,85,1B,B,G
DEFGHJKL,6,81,1D,D,J
DEFGHJKL,6,74,1E,E,D
DEFGHJKL,6,82,1G,G,H
DEFGHJKL,6,77,1I,I,F
DEFGHJKL,6,87,1K,K,L
DEFGHJKL,6,80,1L,L,K
DEFGIJKL,5,79,1A,A,E
DEFGIJKL,5,85,1B,B,G
DEFGIJKL,5,81,1D,D,I
DEFGIJKL,5,74,1E,E,D
DEFGIJKL,5,82,1G,G,J
DEFGIJKL,5,77,1I,I,F
DEFGIJKL,5,87,1K,K,L
DEFGIJKL,5,80,1L,L,K
DEFHIJKL,4,79,1A,A,E
DEFHIJKL,4,85,1B,B,J
DEFHIJKL,4,81,1D,D,I
DEFHIJKL,4,74,1E,E,D
DEFHIJKL,4,82,1G,G,H
DEFHIJKL,4,77,1I,I,F
DEFHIJKL,4,87,1K,K,L
DEFHIJKL,4,80,1L,L,K
DEGHIJKL,3,79,1A,A,E
DEGHIJKL,3,85,1B,B,J
DEGHIJKL,3,81,1D,D,I
DEGHIJKL,3,74,1E,E,D
DEGHIJKL,3,82,1G,G,H
DEGHIJKL,3,77,1I,I,G
DEGHIJKL,3,87,1K,K,L
DEGHIJKL,3,80,1L,L,K
DFGHIJKL,2,79,1A,A,H
DFGHIJKL,2,85,1B,B,G
DFGHIJKL,2,81,1D,D,I
DFGHIJKL,2,74,1E,E,D
DFGHIJKL,2,82,1G,G,J
DFGHIJKL,2,77,1I,I,F
DFGHIJKL,2,87,1K,K,L
DFGHIJKL,2,80,1L,L,K
EFGHIJKL,1,79,1A,A,E
EFGHIJKL,1,85,1B,B,J
EFGHIJKL,1,81,1D,D,I
EFGHIJKL,1,74,1E,E,F
EFGHIJKL,1,82,1G,G,H
EFGHIJKL,1,77,1I,I,G
EFGHIJKL,1,87,1K,K,L
EFGHIJKL,1,80,1L,L,K
